,OPP,Result,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS,FGM,FGA,3PM,3PA,FTM,FTA,type,Date,season_id,player_id,player_name,team
4,MIL,L121-107,27.0,61.5,50.0,100.0,3.0,6.0,0.0,0.0,1.0,3.0,24.0,8.0,13.0,4.0,8.0,4.0,4.0,home,2020-08-22,2019,3415,D.J.Augustin,hou
6,MIL,L111-96,28.0,0.0,0.0,100.0,2.0,5.0,0.0,0.0,2.0,2.0,10.0,0.0,5.0,0.0,1.0,10.0,10.0,away,2020-08-20,2019,3415,D.J.Augustin,hou
8,MIL,W122-110,23.0,27.3,25.0,100.0,3.0,11.0,0.0,1.0,0.0,2.0,11.0,3.0,11.0,1.0,4.0,4.0,4.0,away,2020-08-18,2019,3415,D.J.Augustin,hou
0,NO,W133-127,22.0,70.0,33.3,100.0,4.0,6.0,0.0,0.0,5.0,2.0,22.0,7.0,10.0,1.0,3.0,7.0,7.0,home,2020-08-13,2019,3415,D.J.Augustin,hou
1,BKN,L108-96,22.0,12.5,0.0,100.0,1.0,3.0,0.0,0.0,3.0,2.0,6.0,1.0,8.0,0.0,3.0,4.0,4.0,home,2020-08-11,2019,3415,D.J.Augustin,hou
2,BOS,L122-119 OT,33.0,25.0,50.0,100.0,1.0,5.0,0.0,1.0,5.0,4.0,12.0,3.0,12.0,2.0,4.0,4.0,4.0,away,2020-08-09,2019,3415,D.J.Augustin,hou
3,PHI,L108-101,29.0,71.4,50.0,83.3,3.0,5.0,0.0,0.0,0.0,1.0,16.0,5.0,7.0,1.0,2.0,5.0,6.0,away,2020-08-07,2019,3415,D.J.Augustin,hou
4,TOR,L109-99,29.0,33.3,33.3,50.0,3.0,4.0,0.0,3.0,3.0,3.0,9.0,3.0,9.0,2.0,6.0,1.0,2.0,home,2020-08-05,2019,3415,D.J.Augustin,hou
5,IND,L120-109,24.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,away,2020-08-04,2019,3415,D.J.Augustin,hou
6,SAC,W132-116,20.0,60.0,75.0,100.0,0.0,8.0,0.0,0.0,1.0,0.0,10.0,3.0,5.0,3.0,4.0,1.0,1.0,home,2020-08-02,2019,3415,D.J.Augustin,hou
